id,title,score,scored_by,rank,popularity,members,favorites,genres
286,Akahori Gedou Hour Rabuge,6.09,1998,9751,8107,7096,8,Comedy
287,"Chiisana Obake: Acchi, Kocchi, Socchi",6.09,946,9764,11942,2301,1,"Comedy, Supernatural"
288,Ace wo Nerae!,7.1,4444,4071,5849,15948,113,"Drama, Romance, Sports"
289,Ace wo Nerae! Final Stage,6.85,1390,5273,10555,3415,11,"Drama, Sports"
290,Ace wo Nerae! (1979),6.9,2435,4980,8983,5539,13,"Drama, Romance, Sports"
291,Ace wo Nerae! 2,7.19,1776,3548,9726,4418,40,"Drama, Sports"
292,Xiao Qian,6.38,1237,8067,10459,3509,6,"Action, Drama, Fantasy, Romance"
293,Nageki no Kenkou Yuuryouji,6.18,2383,,8383,6582,21,"Comedy, Girls Love, Hentai"
294,Final Fantasy VII: Advent Children,7.71,147497,1319,1246,218867,1112,"Action, Fantasy"
295,Hand Maid May,6.68,14385,6235,4361,32654,39,"Comedy, Romance, Sci-Fi, Ecchi"
296,Happy World!,5.98,2923,10417,8317,6686,7,"Comedy, Fantasy, Romance, Ecchi"
297,A Kite,6.53,39708,,2640,82052,398,"Action, Drama, Hentai"
298,Najica Dengeki Sakusen,5.96,6790,10519,5755,16666,17,"Action, Comedy, Sci-Fi, Ecchi"
299,Paradise Kiss,7.88,108468,924,1072,254213,5241,"Drama, Romance"
300,Mousou Dairinin,7.66,177079,1464,549,462865,6159,"Avant Garde, Award Winning, Drama, Mystery, Supernatural, Suspense"
301,Kidou Keisatsu Patlabor: On Television,7.69,11381,1376,3711,45078,491,"Comedy, Sci-Fi"
302,Peach Girl,6.92,55086,4928,2153,113068,923,"Drama, Romance"
303,Petshop of Horrors,7.24,34016,3257,2775,75511,476,"Horror, Mystery, Supernatural"
304,Puchi Pri*Yucie,7.4,6715,2483,5731,16874,98,"Comedy, Fantasy"
305,Piano,5.98,3596,10377,7125,9877,12,"Drama, Romance"
306,Planetes,8.24,81990,375,990,275250,4064,"Award Winning, Drama, Romance, Sci-Fi"
307,Midori no Hibi,7.21,93394,3419,1491,180381,690,"Comedy, Romance, Supernatural, Ecchi"
308,Mahoujin Guruguru,7.58,4040,1743,6511,12180,78,"Adventure, Comedy, Fantasy"
309,Dokidoki♡Densetsu: Mahoujin Guruguru,7.11,1801,3986,9474,4782,6,"Adventure, Comedy, Fantasy"
310,Mama wa Shougaku 4-nensei,7.33,3081,2771,7722,8039,51,"Award Winning, Comedy, Drama, Sci-Fi"
311,Marmalade Boy,7.41,23332,2412,3151,60164,621,"Comedy, Drama, Romance"
312,Matantei Loki Ragnarok,7.24,17143,3253,3923,40888,185,"Comedy, Mystery, Supernatural"
313,Ginyuu Mokushiroku Meine Liebe,6.43,4410,7796,6144,14063,29,"Drama, Fantasy"
314,Psychic Academy,6.18,5128,9293,6401,12706,11,"Comedy, Romance, Ecchi"
315,Versailles no Bara,8.35,33446,254,2169,111869,3352,"Drama, Romance"
316,Serial Experiments Lain,8.1,345235,559,236,874088,32060,"Avant Garde, Award Winning, Drama, Mystery, Sci-Fi, Supernatural, Suspense"
317,Mutsu Enmei Ryuu Gaiden: Shura no Toki,7.54,10424,1884,4812,26149,138,Action
318,Spiral: Suiri no Kizuna,7.2,23690,3508,3315,54949,305,"Drama, Mystery"
319,Starship Operators,6.92,6011,4905,5657,17474,38,"Drama, Sci-Fi"
320,Tsukuyomi: Moon Phase,6.92,31373,4884,2663,80887,288,"Comedy, Romance, Supernatural"
321,Futatsu no Spica,7.34,4359,2762,6624,11721,74,"Drama, Sci-Fi, Supernatural"
322,Eikoku Koi Monogatari Emma,7.61,20509,1638,3029,64427,377,"Drama, Romance"
323,W: Wish,6.11,6000,9654,5721,16946,15,"Drama, Romance"
324,Wild Arms: Twilight Venom,6.62,3529,6594,7283,9305,14,"Action, Adventure, Fantasy, Sci-Fi"
325,Binzume Yousei,6.44,8819,7698,5297,20834,63,"Comedy, Fantasy"
326,Magical Canan,6.07,2057,9916,7991,7401,6,"Drama, Ecchi"
327,Ojamajo Doremi,7.34,26389,2725,3102,62042,798,Comedy
328,Ojamajo Doremi Sharp,7.47,12103,2171,4919,24838,127,Comedy
329,Motto! Ojamajo Doremi,7.47,11539,2170,4980,24025,161,Comedy
330,Ojamajo Doremi Dokkaan!,7.74,8677,1251,5422,19517,306,Comedy
331,UG☆Ultimate Girls,5.59,3969,12334,6908,10568,4,"Comedy, Sci-Fi, Ecchi"
332,Shakugan no Shana,7.44,264156,2286,441,554490,4999,"Action, Drama, Fantasy, Romance"
333,Fate/stay night,7.27,540295,3115,188,990649,7539,"Action, Fantasy, Romance"
334,Bokusatsu Tenshi Dokuro-chan,6.53,116151,7137,1269,215550,975,"Comedy, Supernatural, Ecchi"
335,"Iriya no Sora, UFO no Natsu",6.88,11508,5071,4749,27199,71,"Drama, Romance, Sci-Fi"
336,I'll/CKBC,6.15,2238,9456,8735,5961,6,Sports
337,Himiko-den,6.13,2321,9603,8151,7012,1,"Adventure, Drama, Fantasy"
338,Memories Off,5.74,2639,11647,7996,7378,5,"Drama, Romance"
339,Memories Off 2nd,6.08,1912,9881,9592,4587,2,"Drama, Romance"
340,Memories Off 3.5,6.09,1607,9787,10058,4004,1,"Drama, Romance"
341,Gallery Fake,7.4,4088,2463,5737,16821,62,Mystery
342,Fake,6.5,11716,7332,5082,22900,69,"Boys Love, Comedy, Mystery"
343,AIKa,5.96,15700,10489,3927,40799,83,"Action, Adventure, Comedy, Sci-Fi, Ecchi"
344,Akazukin Chacha OVA,7.02,1153,4442,10855,3138,6,Comedy
345,Bible Black,6.59,36056,,2914,69558,593,Hentai
346,Boogiepop wa Warawanai,7.15,37269,3756,1726,150376,1259,"Avant Garde, Drama, Horror, Mystery, Supernatural, Suspense"
347,Burn Up Excess,6.53,5191,7140,6210,13691,22,"Action, Adventure, Comedy, Mystery, Sci-Fi, Ecchi"
348,Cardcaptor Sakura Movie 1,7.63,61360,1563,2255,105187,219,"Award Winning, Comedy, Drama"
349,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,8.21,70140,397,2027,122450,507,"Award Winning, Comedy, Drama, Romance"
350,Bannou Bunka Neko-Musume,6.68,5578,6250,6052,14567,38,"Adventure, Comedy, Sci-Fi"
351,Bannou Bunka Neko-Musume DASH!,6.28,2641,8699,8217,6886,10,"Action, Comedy, Romance, Sci-Fi, Ecchi"
352,Bannou Bunka Neko-Musume (1998),6.5,3628,7324,7097,9959,12,"Adventure, Comedy, Sci-Fi"
353,"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",7.12,118015,3963,1345,201807,272,"Drama, Horror, Suspense"
354,eX-Driver,6.67,5341,6317,6294,13207,38,"Action, Adventure, Comedy, Sci-Fi"
355,eX-Driver the Movie,6.57,2979,6904,8595,6168,5,"Action, Adventure, Comedy, Sci-Fi"
356,Heppoko Jikken Animation Excel♥Saga,7.48,50709,2139,2099,117446,1050,"Comedy, Sci-Fi"
357,Fushigi Yuugi OVA,7.12,12679,3966,4943,24602,53,"Action, Adventure, Fantasy, Romance"
358,Fushigi Yuugi: Dai Ni Bu,7.23,10988,3320,5169,22042,43,"Action, Adventure, Fantasy, Romance"
359,Futari Ecchi,6.31,18150,8477,3976,39600,92,"Comedy, Romance, Ecchi"
360,Galaxy Angel,7.01,12426,4521,4403,31894,211,"Comedy, Sci-Fi"
361,Gantz,6.97,187654,4688,701,378786,2523,"Action, Drama, Horror, Sci-Fi, Suspense"
362,Gilgamesh,6.59,12148,6811,3670,46045,197,"Drama, Sci-Fi, Suspense"
363,H2,7.23,3841,3326,6798,10997,34,"Comedy, Romance, Sports"
364,Haibane Renmei,7.99,112082,712,839,323933,8838,"Drama, Fantasy, Mystery"
365,Capeta,7.82,24369,1048,3869,41857,328,Sports
366,Karas,7.35,28874,2676,2985,66588,322,"Action, Fantasy, Sci-Fi"
367,Suzuka,7.16,55949,3718,2030,122133,666,"Drama, Romance, Sports"
368,Tales of Phantasia The Animation,6.76,11152,5770,4957,24467,42,"Adventure, Fantasy"
369,Yuu☆Yuu☆Hakusho,8.46,353082,171,302,741343,24380,"Action, Supernatural"
370,Escaflowne,7.05,33552,4280,2737,77438,238,"Adventure, Fantasy, Romance"
371,Ai Yori Aoshi: Enishi,7.11,33774,3977,3110,61859,87,"Comedy, Drama, Romance"
372,Gantz 2nd Stage,7.01,102314,4504,1572,170467,450,"Action, Drama, Horror, Sci-Fi, Suspense"
373,Seikai no Senki,7.64,15419,1523,4142,36375,282,"Action, Romance, Sci-Fi"
374,Seikai no Senki II,7.77,12579,1156,4864,25535,127,"Action, Romance, Sci-Fi"
375,Seikai no Senki III,7.61,9754,1622,5500,18863,61,"Action, Romance, Sci-Fi"
376,Seikai no Senki Special,7.16,1275,3695,10367,3611,2,"Action, Romance, Sci-Fi"
377,Seihou Bukyou Outlaw Star,7.83,66061,1029,1591,168002,2283,"Action, Adventure, Comedy, Sci-Fi"
378,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,7.96,48258,754,2516,89004,385,"Drama, Romance"
379,Otogi Juushi Akazukin OVA,6.32,765,8457,11893,2332,1,"Adventure, Comedy, Fantasy"
380,Hanaukyou Maid-tai,6.56,14528,6985,4243,34645,41,"Comedy, Romance, Ecchi"
381,Bastard!! Ankoku no Hakaishin,6.68,19861,6251,3567,48231,180,"Action, Adventure, Fantasy, Ecchi"
382,Blood: The Last Vampire,6.86,62761,5198,2063,119914,289,"Award Winning, Horror, Supernatural"
383,Buzzer Beater,6.49,7101,7413,5736,16818,19,"Sci-Fi, Sports"
384,Tantei Gakuen Q,7.73,15085,1268,4074,37668,266,"Comedy, Drama, Mystery"
385,Final Fantasy VII: Last Order,7.28,40159,3036,2947,68214,130,"Action, Adventure, Drama, Fantasy, Sci-Fi"
386,Gun x Sword,7.24,34759,3257,2621,82971,375,"Adventure, Drama, Sci-Fi"
387,Kore ga Watashi no Goshujinsama,6.5,39075,7312,2669,80629,132,"Comedy, Ecchi"
388,Hametsu no Mars,2.23,50422,14496,2901,70013,298,"Action, Horror, Sci-Fi"
389,Tonari no Yamada-kun,7.09,29014,4123,3376,53263,118,"Award Winning, Comedy"
390,Kurenai no Buta,7.96,176465,750,972,280698,2450,"Action, Adventure, Award Winning, Comedy, Drama, Romance"
391,Ragnarök The Animation,6.45,25126,7667,3416,52251,130,"Action, Fantasy"
392,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,7.22,13034,3357,4916,24902,27,"Adventure, Comedy"
393,Samurai Deeper Kyou,6.88,27312,5096,3167,59509,206,"Action, Adventure, Comedy, Supernatural"
394,Spriggan,6.68,15455,6203,3930,40738,78,"Adventure, Sci-Fi"
395,Stratos 4,6.62,5305,6583,6202,13730,27,"Comedy, Sci-Fi"
396,Stratos 4 OVA,6.65,1574,6392,10158,3891,1,"Comedy, Sci-Fi"
397,Stratos 4 Advance,6.77,1683,5667,10002,4057,2,"Comedy, Sci-Fi"
398,Dirty Pair,7.23,8185,3314,4068,37834,248,"Adventure, Comedy, Sci-Fi"
399,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,6.33,3527,8377,7792,7831,11,"Boys Love, Comedy, Sports"
400,Final Fantasy,6.05,6909,10031,5745,16768,20,"Action, Adventure, Comedy, Fantasy"
401,Kaleido Star,7.9,37435,862,2465,91759,1342,"Comedy, Drama, Supernatural"
402,Kaleido Star: Aratanaru Tsubasa - Extra Stage,7.44,7852,2290,5950,15286,13,"Comedy, Drama, Supernatural"
403,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,7.83,7491,1031,5898,15656,31,"Comedy, Drama"
404,Fullmetal Alchemist: The Conqueror of Shamballa,7.5,212865,2040,778,344042,686,"Action, Adventure, Award Winning, Drama, Fantasy"
405,Howl no Ugoku Shiro,8.67,1006438,76,99,1459986,31291,"Adventure, Award Winning, Drama, Fantasy, Romance"
406,Iria: Zeiram The Animation,7.05,10982,4309,4518,30343,145,"Action, Adventure, Sci-Fi"
407,"Kumo no Mukou, Yakusoku no Basho",7.41,95766,2412,1201,229559,744,"Award Winning, Drama, Romance, Sci-Fi"
408,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,5.56,4387,12440,7062,10097,10,"Action, Adventure, Fantasy"
409,Magic Knight Rayearth,7.45,31151,2247,2728,77629,606,"Adventure, Fantasy"
410,Perfect Blue,8.55,428882,132,277,796963,21414,"Avant Garde, Award Winning, Drama, Horror, Suspense"
411,Phantom The Animation,6.44,6205,7702,5940,15348,16,"Action, Drama"
412,RG Veda,6.05,4083,9999,7099,9957,12,"Adventure, Drama, Fantasy"
413,Shoujo Kakumei Utena,8.23,70459,383,1137,242215,9486,"Award Winning, Drama"
414,Shoujo Kakumei Utena: Adolescence Mokushiroku,7.68,29596,1417,3160,59767,742,"Avant Garde, Drama, Girls Love"
415,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Ninpouchou Dattebayo!,7.13,191843,3908,867,315925,324,"Action, Adventure, Fantasy"
416,Onegai☆Teacher: Himitsu na Futari,7.26,29991,3162,3467,50755,57,"Comedy, Romance, Sci-Fi, Ecchi"
417,Maria-sama ga Miteru: Haru,7.61,13773,1638,4528,30144,93,"Drama, Girls Love"
418,Tales of Eternia The Animation,6.18,7039,9282,5515,18698,16,"Adventure, Comedy, Fantasy, Romance"
419,Weiß Kreuz Glühen,6.51,4190,7255,6723,11317,24,"Action, Drama"
420,Weiß Kreuz,6.67,7889,6302,5351,20311,150,"Action, Drama"
421,Tenjou Tenge: The Ultimate Fight,6.99,23978,4578,3755,44199,35,"Action, Drama, Romance, Supernatural"
422,InuYasha Movie 4: Guren no Houraijima,7.55,51719,1819,2357,98559,167,"Action, Adventure, Fantasy, Romance"
423,InuYasha Movie 2: Kagami no Naka no Mugenjou,7.67,60086,1442,2178,110582,267,"Action, Adventure, Fantasy, Romance"
424,InuYasha Movie 3: Tenka Hadou no Ken,7.8,67992,1096,2081,118742,225,"Action, Adventure, Fantasy, Romance"
425,InuYasha Movie 1: Toki wo Koeru Omoi,7.56,59403,1793,2200,108918,188,"Action, Adventure, Fantasy, Romance"
426,.hack//Gift,6.08,10030,9844,5221,21521,20,"Comedy, Fantasy"
427,Fantastic Children,7.49,8887,2089,4136,36410,304,"Adventure, Fantasy, Mystery, Romance, Sci-Fi, Suspense"
428,Gokujou Seitokai,6.91,7385,4975,5224,21490,63,Comedy
429,Mushishi,8.65,294287,79,222,891121,28073,"Adventure, Mystery, Slice of Life, Supernatural"
430,Buttobi!! CPU,6.2,4727,9136,6503,12202,23,"Comedy, Sci-Fi, Ecchi"
431,One Piece Movie 01,7.09,85750,4119,1712,151612,465,"Action, Adventure, Fantasy"
432,One Piece Movie 02: Nejimaki-jima no Daibouken,7.08,63858,4175,2182,110366,41,"Action, Adventure, Fantasy"
433,One Piece Movie 03: Chinjuu-jima no Chopper Oukoku,6.82,54181,5429,2399,95003,33,"Action, Adventure, Fantasy"
434,One Piece Movie 04: Dead End no Bouken,7.5,62969,2053,2137,114172,75,"Action, Adventure, Fantasy"
435,One Piece Movie 05: Norowareta Seiken,7.09,51558,4120,2455,92170,43,"Action, Adventure, Fantasy"
436,One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,7.78,69522,1143,2068,119439,540,"Action, Adventure, Drama, Fantasy"
437,One Piece Movie 07: Karakuri-jou no Mecha Kyohei,7.16,44725,3746,2612,83567,21,"Action, Adventure, Fantasy"
438,One Piece: Taose! Kaizoku Ganzack,6.69,23910,6172,3714,45025,16,"Action, Adventure, Fantasy"
439,Koukaku Kidoutai: Stand Alone Complex,8.42,170833,198,621,419106,8907,"Award Winning, Mystery, Sci-Fi"
440,Innocence,7.78,92796,1141,1537,174855,1155,"Award Winning, Mystery, Sci-Fi, Suspense"
441,Karin,7.1,95502,4073,1450,185949,795,"Comedy, Romance, Supernatural"
442,Okusama wa Joshikousei (TV),6.3,11574,8579,4466,30932,38,"Comedy, Romance, Ecchi"
443,To Heart 2,6.47,7817,7507,5084,22883,42,"Comedy, Drama, Romance"
444,To Heart,6.59,10687,6768,4514,30367,83,"Drama, Romance"
445,Tide-Line Blue,6.57,3399,6925,7548,8527,7,"Action, Adventure, Drama"
446,Macross Plus,7.7,24244,1366,3326,54515,498,"Drama, Romance, Sci-Fi"
447,Hotori: Tada Saiwai wo Koinegau,6.85,2439,5285,8199,6943,7,"Drama, Sci-Fi"
448,Ginban Kaleidoscope,7.28,23996,3041,3417,52223,160,"Drama, Romance, Sports, Supernatural"
449,Aria the Animation,7.68,53615,1402,1539,174705,2363,"Sci-Fi, Slice of Life"
450,Sousei no Aquarion,7.08,32761,4190,2651,81702,367,"Fantasy, Romance, Sci-Fi"
451,Ueki no Housoku,7.71,50675,1337,2001,124640,930,"Action, Adventure, Supernatural"
452,Yu☆Gi☆Oh! Duel Monsters,7.51,265428,2018,614,422841,5157,"Action, Adventure, Fantasy"
453,Yu☆Gi☆Oh! Duel Monsters GX,7.22,143665,3365,1191,231385,1774,"Action, Comedy, Fantasy"
454,Kurau Phantom Memory,7.27,8787,3071,4293,33930,146,"Action, Drama, Sci-Fi"
455,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,7.3,4583,2956,6954,10456,20,"Adventure, Supernatural"
456,Damekko Doubutsu,7.22,5622,3373,6660,11628,50,Comedy
457,Kino no Tabi: The Beautiful World,8.28,104333,324,766,348628,7476,"Adventure, Drama, Fantasy"
458,Girls Bravo: Second Season,6.58,50391,6872,2386,96270,139,"Comedy, Fantasy, Romance, Ecchi"
459,Ichigo Mashimaro,7.62,40961,1592,1989,125731,1093,Slice of Life
460,Kamichu!,7.35,19756,2695,2953,67976,291,"Award Winning, Slice of Life, Supernatural"
461,Paniponi Dash!,7.42,23149,2349,2963,67457,479,Comedy
462,Armitage III: Dual-Matrix,6.78,10564,5613,5331,20474,24,Sci-Fi
463,Armitage III: Poly-Matrix,7.04,8333,4348,5672,17360,42,"Mystery, Romance, Sci-Fi"
464,Bakuretsu Hunters,6.64,7702,6484,4907,24996,48,"Adventure, Comedy, Fantasy, Ecchi"
465,Kamui no Ken,6.62,2485,6577,7642,8288,27,"Adventure, Drama, Fantasy"
466,Yami to Boushi to Hon no Tabibito,6.5,11243,7313,4347,32907,113,"Adventure, Fantasy, Girls Love, Mystery, Ecchi"
467,Haja Taisei Dangaiou,6.14,3094,9520,7408,8933,14,"Adventure, Sci-Fi"
468,Makai Toshi Shinjuku,6.17,12193,9354,4558,29756,82,"Adventure, Horror, Romance, Supernatural"
469,Doraemon,7.4,11894,2461,5178,21992,142,"Adventure, Comedy, Fantasy"
470,Dragon Ball Movie 1: Shen Long no Densetsu,6.74,41277,5858,2805,74331,44,"Action, Adventure, Comedy, Fantasy"
471,Eien no Aselia,5.3,1985,13252,9113,5323,3,"Adventure, Drama, Fantasy"
472,Garou Densetsu: The Motion Picture,6.56,8198,6968,5934,15399,47,"Action, Adventure, Drama, Romance"
473,Fushigiboshi no☆Futagohime,7.28,5063,3037,6172,13872,86,Comedy
474,Glass no Kamen,7.33,3142,2801,6953,10458,47,"Drama, Romance"
475,Gravitation: Lyrics of Love,6.87,18868,5139,4270,34213,83,"Boys Love, Comedy"
476,Tottoko Hamtarou,7.02,31166,4466,3036,64343,297,"Adventure, Comedy"
477,I My Me! Strawberry Eggs,6.73,20715,5906,3920,40975,105,"Comedy, Drama, Romance"
478,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,5.76,1900,11585,8061,7222,6,"Comedy, Drama, Romance"
479,Kidou Shinsengumi Moeyo Ken TV,6.12,2340,9625,8209,6914,2,"Adventure, Comedy, Fantasy"
480,Majo no Takkyuubin,8.23,420046,380,373,647985,6585,"Adventure, Award Winning, Comedy, Drama, Fantasy"
481,Tenkuu no Shiro Laputa,8.26,329808,338,464,528362,4739,"Adventure, Award Winning, Fantasy"
482,Cossette no Shouzou,6.77,30711,5686,2715,78234,437,"Drama, Horror, Romance, Supernatural"
483,Hajimari no Boukensha-tachi: Legend of Crystania,6,2765,10297,8216,6900,10,"Action, Adventure, Fantasy"
484,Keroro Gunsou,7.7,36574,1363,2628,82597,1339,"Comedy, Sci-Fi"
485,School Rumble: Ichi Gakki Hoshuu,7.7,34721,1340,3109,61901,104,"Comedy, Romance"
486,Mahou no Princess Minky Momo,6.91,3223,4939,6726,11309,47,
487,Mahoraba: Heartful Days,7.28,10976,3054,4672,28077,109,"Comedy, Romance"
488,Marmalade Boy Movie,7.28,5200,3059,6549,12043,24,Romance
489,Mermaid Melody Pichi Pichi Pitch,7.21,44876,3419,2523,88131,1045,Romance
490,Metropolis,7.52,48415,1960,2090,117967,702,"Adventure, Drama, Romance, Sci-Fi"
491,Tonari no Totoro,8.25,744550,349,144,1144146,9130,"Adventure, Award Winning, Supernatural"
492,Onegai☆Twins: Natsu wa Owaranai,6.98,18034,4655,4445,31205,8,"Comedy, Drama, Romance"
493,Otogizoushi,6.9,4794,5007,5427,19468,52,"Adventure, Drama, Fantasy"
494,Boku no Chikyuu wo Mamotte,7.07,6613,4212,5086,22848,168,"Drama, Sci-Fi"
495,Pokemon,7.41,420038,2417,354,670977,5723,"Action, Adventure, Comedy, Fantasy"
496,Pokemon Movie 01: Mewtwo no Gyakushuu,7.67,188655,1432,969,281023,464,"Action, Adventure, Award Winning, Comedy, Fantasy"
497,Saishuu Heiki Kanojo,7.13,39115,3889,2275,103699,619,"Drama, Romance, Sci-Fi"
498,Bishoujo Senshi Sailor Moon,7.75,199696,1205,644,408768,10960,Romance
499,Bishoujo Senshi Sailor Moon R: The Movie,7.73,39195,1276,2868,71427,272,"Drama, Romance"
500,Bishoujo Senshi Sailor Moon S,7.91,82701,839,1670,156711,1526,Romance
501,Sensei no Ojikan: Dokidoki School Hours,6.64,3522,6469,7205,9602,21,Comedy
502,Slayers,7.72,65169,1292,1702,152090,2049,"Action, Adventure, Comedy, Fantasy"
503,Slayers Next,8.01,39503,690,2784,75099,871,"Action, Adventure, Comedy, Fantasy"
504,Slayers: The Motion Picture,7.25,14235,3214,4788,26494,26,"Adventure, Comedy, Fantasy"
505,Tekken,5.29,10538,13275,5649,17545,22,"Action, Adventure, Sci-Fi"
506,Shin Tenchi Muyou!,6.87,18823,5167,3980,39546,90,"Comedy, Romance, Sci-Fi"
507,Tenchi Muyou! Ryououki,7.6,25789,1661,3225,57573,607,"Action, Comedy, Sci-Fi"
508,Tenchi Muyou! Ryououki 2nd Season,7.6,16533,1662,4489,30608,92,"Action, Comedy, Sci-Fi"
509,Tenchi Muyou! Ryououki 3rd Season,7.26,11434,3130,5120,22507,49,"Action, Comedy, Sci-Fi"
510,Vampire Hunter D (2000),7.97,111792,737,1168,235353,3242,"Action, Drama, Fantasy, Horror, Romance, Sci-Fi"
511,Venus Senki,6.77,7025,5694,5598,17958,61,"Action, Adventure, Sci-Fi"
512,Mousou Kagaku Series: Wandaba Style,5.97,1624,10449,9673,4483,3,"Comedy, Sci-Fi"
513,Wind: A Breath of Heart (TV),5.91,4438,10816,6402,12696,11,"Drama, Romance, Supernatural"
514,Wind: A Breath of Heart OVA,6.12,1459,9645,10475,3488,1,"Drama, Romance, Supernatural"
515,Wonderful Days,6.97,15875,4689,4114,36879,80,"Action, Drama, Romance, Sci-Fi"
516,Yu☆Gi☆Oh!,7.25,150541,3224,1033,264507,1380,"Action, Comedy, Fantasy"
517,Grappler Baki: Saidai Tournament-hen,7.48,56574,2137,2290,102484,298,Sports
518,Digimon Adventure,7.78,267148,1149,617,421621,5716,"Action, Adventure, Comedy, Fantasy"
519,Yami no Matsuei,7.01,25066,4487,3188,58654,398,"Boys Love, Fantasy, Horror, Mystery"
520,Koutetsu Tenshi Kurumi,6.73,10888,5886,4750,27191,72,"Adventure, Comedy, Drama, Romance"
521,Koutetsu Tenshi Kurumi 2,6.26,5937,8821,6292,13210,13,"Comedy, Girls Love, Sci-Fi"
522,Koutetsu Tenshi Kurumi Zero,6.04,2369,10063,8772,5914,3,"Drama, Romance, Sci-Fi"
523,Koutetsu Tenshi Kurumi Encore,6.65,3672,6434,7776,7870,6,"Comedy, Romance, Sci-Fi"
524,Major S2,8.17,47477,457,2763,75969,311,Sports
525,RahXephon: Kansoukyoku/Kanojo to Kanojo Jishin to - Thatness and Thereness,6.26,3118,8835,7825,7750,3,"Drama, Sci-Fi"
526,Soukyuu no Fafner: Dead Aggressor - Right of Left,7.35,6055,2665,5797,16326,27,"Drama, Sci-Fi"
527,Sakura Taisen,6.84,9020,5331,4554,29817,67,"Adventure, Sci-Fi"
528,Sakura Taisen: Le Nouveau Paris,6.34,1365,8305,10314,3662,2,"Adventure, Sci-Fi"
529,DNA²,6.62,22030,6610,3575,48022,120,"Comedy, Romance, Sci-Fi"
530,Puni Puni☆Poemii,6.51,18426,7277,4190,35484,116,"Comedy, Sci-Fi, Ecchi"
531,Steamboy,7.31,43056,2881,2498,89837,173,"Action, Adventure, Drama, Sci-Fi"
532,Tetsuwan Birdy,7.06,11467,4249,4220,35094,87,"Action, Comedy, Sci-Fi"
533,The Big O,7.53,40496,1947,2246,105683,1043,"Mystery, Sci-Fi"
534,Bubblegum Crisis Tokyo 2040,7.08,15970,4144,3799,43372,211,"Adventure, Sci-Fi"
535,Musekinin Kanchou Tylor,7.83,17575,1026,3339,54196,595,"Comedy, Sci-Fi"
536,Jin-Rou,7.78,86251,1142,1352,200968,2166,"Action, Award Winning, Drama, Romance, Suspense"
